query,rule_id,bm25_score,keyword_score
Implement a Smart Metering Hub with Memory Stability,r15,0.0000,0.0000
Implement a Smart Metering Hub with Memory Stability,r16,0.0000,0.0000
Implement a Smart Metering Hub with Memory Stability,r17,0.0000,0.0000
Implement a Smart Metering Hub with Memory Stability,r18,0.0000,0.0000
Implement a Smart Metering Hub with Memory Stability,r19,0.0000,0.0000
Implement a Smart Metering Hub with Memory Stability,r20,0.0000,0.0000
Implement a Smart Metering Hub with Memory Stability,r21,0.0000,0.0000
Implement a Smart Metering Hub with Memory Stability,r22,0.0000,0.0000
Implement a Smart Metering Hub with Memory Stability,r23,0.0000,0.0000
Implement a Smart Metering Hub with Memory Stability,r24,0.0000,0.0000
Implement a Smart Metering Hub with Memory Stability,r25,0.0000,0.0000
Implement a Smart Metering Hub with Memory Stability,r26,0.0000,0.0000
Implement a Smart Metering Hub with Memory Stability,r27,0.0000,0.0000
Implement a Smart Metering Hub with Memory Stability,r28,0.0000,0.0000
Implement a Smart Metering Hub with Memory Stability,r29,0.0000,0.0000
Implement a Smart Metering Hub with Memory Stability,r30,0.0000,0.0000
Implement a Smart Metering Hub with Memory Stability,r31,0.0000,0.0000
Implement a Smart Metering Hub with Memory Stability,r32,0.9123,0.1000
Implement a Smart Metering Hub with Memory Stability,r33,0.0000,0.0000
Deploy a Quantum Computing Interface with Fan Speed Alerts,r1,0.0000,0.0000
Deploy a Quantum Computing Interface with Fan Speed Alerts,r2,0.0000,0.0000
Deploy a Quantum Computing Interface with Fan Speed Alerts,r3,0.0000,0.0000
Deploy a Quantum Computing Interface with Fan Speed Alerts,r4,0.0000,0.0000
Deploy a Quantum Computing Interface with Fan Speed Alerts,r5,0.0000,0.0000
Deploy a Quantum Computing Interface with Fan Speed Alerts,r6,0.0000,0.0000
Deploy a Quantum Computing Interface with Fan Speed Alerts,r7,0.0000,0.0000
Deploy a Quantum Computing Interface with Fan Speed Alerts,r8,0.0000,0.0000
Deploy a Quantum Computing Interface with Fan Speed Alerts,r9,0.0000,0.0000
Deploy a Quantum Computing Interface with Fan Speed Alerts,r10,0.0000,0.0000
Deploy a Quantum Computing Interface with Fan Speed Alerts,r11,0.0000,0.0000
Deploy a Quantum Computing Interface with Fan Speed Alerts,r12,0.5000,0.0909
Deploy a Quantum Computing Interface with Fan Speed Alerts,r13,1.0000,0.2000
Deploy a Quantum Computing Interface with Fan Speed Alerts,r14,0.0000,0.0000
Deploy a Quantum Computing Interface with Fan Speed Alerts,r15,0.0000,0.0000
Deploy a Quantum Computing Interface with Fan Speed Alerts,r16,0.0000,0.0000
Deploy a Quantum Computing Interface with Fan Speed Alerts,r17,0.0000,0.0000
Deploy a Quantum Computing Interface with Fan Speed Alerts,r18,0.5000,0.0909
Deploy a Quantum Computing Interface with Fan Speed Alerts,r19,0.0000,0.0000
Deploy a Quantum Computing Interface with Fan Speed Alerts,r20,0.0000,0.0000
Deploy a Quantum Computing Interface with Fan Speed Alerts,r21,0.0000,0.0000
Deploy a Quantum Computing Interface with Fan Speed Alerts,r22,0.0000,0.0000
Deploy a Quantum Computing Interface with Fan Speed Alerts,r23,0.0000,0.0000
Deploy a Quantum Computing Interface with Fan Speed Alerts,r24,0.0000,0.0000
Deploy a Quantum Computing Interface with Fan Speed Alerts,r25,0.0000,0.0000
Deploy a Quantum Computing Interface with Fan Speed Alerts,r26,0.0000,0.0000
Deploy a Quantum Computing Interface with Fan Speed Alerts,r27,0.0000,0.0000
Deploy a Quantum Computing Interface with Fan Speed Alerts,r28,0.0000,0.0000
Deploy a Quantum Computing Interface with Fan Speed Alerts,r29,0.0000,0.0000
Deploy a Quantum Computing Interface with Fan Speed Alerts,r30,0.0000,0.0000
Deploy a Quantum Computing Interface with Fan Speed Alerts,r31,0.0000,0.0000
Deploy a Quantum Computing Interface with Fan Speed Alerts,r32,0.0000,0.0000
Deploy a Quantum Computing Interface with Fan Speed Alerts,r33,0.0000,0.0000
Build a Satellite IoT Gateway with MTU Compliance,r1,0.0000,0.0000
Build a Satellite IoT Gateway with MTU Compliance,r2,0.0000,0.0000
Build a Satellite IoT Gateway with MTU Compliance,r3,0.0000,0.0000
Build a Satellite IoT Gateway with MTU Compliance,r4,0.0000,0.0000
Build a Satellite IoT Gateway with MTU Compliance,r5,0.0000,0.0000
Build a Satellite IoT Gateway with MTU Compliance,r6,0.0000,0.0000
Build a Satellite IoT Gateway with MTU Compliance,r7,0.0000,0.0000
Build a Satellite IoT Gateway with MTU Compliance,r8,0.0000,0.0000
Build a Satellite IoT Gateway with MTU Compliance,r9,0.0000,0.0000
Build a Satellite IoT Gateway with MTU Compliance,r10,0.0000,0.0000
Build a Satellite IoT Gateway with MTU Compliance,r11,0.0000,0.0000
Build a Satellite IoT Gateway with MTU Compliance,r12,0.0000,0.0000
Build a Satellite IoT Gateway with MTU Compliance,r13,0.0000,0.0000
Build a Satellite IoT Gateway with MTU Compliance,r14,0.0000,0.0000
Build a Satellite IoT Gateway with MTU Compliance,r15,0.0000,0.0000
Build a Satellite IoT Gateway with MTU Compliance,r16,0.8612,0.0769
Build a Satellite IoT Gateway with MTU Compliance,r17,1.0000,0.0909
Build a Satellite IoT Gateway with MTU Compliance,r18,0.0000,0.0000
Build a Satellite IoT Gateway with MTU Compliance,r19,0.0000,0.0000
Build a Satellite IoT Gateway with MTU Compliance,r20,0.0000,0.0000
Build a Satellite IoT Gateway with MTU Compliance,r21,0.0000,0.0000
Build a Satellite IoT Gateway with MTU Compliance,r22,0.0000,0.0000
Build a Satellite IoT Gateway with MTU Compliance,r23,0.0000,0.0000
Build a Satellite IoT Gateway with MTU Compliance,r24,0.0000,0.0000
Build a Satellite IoT Gateway with MTU Compliance,r25,0.0000,0.0000
Build a Satellite IoT Gateway with MTU Compliance,r26,0.0000,0.0000
Build a Satellite IoT Gateway with MTU Compliance,r27,0.0000,0.0000
Build a Satellite IoT Gateway with MTU Compliance,r28,0.0000,0.0000
Build a Satellite IoT Gateway with MTU Compliance,r29,0.0000,0.0000
Build a Satellite IoT Gateway with MTU Compliance,r30,0.0000,0.0000
Build a Satellite IoT Gateway with MTU Compliance,r31,0.0000,0.0000
Build a Satellite IoT Gateway with MTU Compliance,r32,0.0000,0.0000
Build a Satellite IoT Gateway with MTU Compliance,r33,0.0000,0.0000
Setup a Telemetry Server for Drones with Low Latency,r1,0.0000,0.0000
Setup a Telemetry Server for Drones with Low Latency,r2,0.0000,0.0000
Setup a Telemetry Server for Drones with Low Latency,r3,0.0000,0.0000
Setup a Telemetry Server for Drones with Low Latency,r4,0.0000,0.0000
Setup a Telemetry Server for Drones with Low Latency,r5,0.0000,0.0000
Setup a Telemetry Server for Drones with Low Latency,r6,0.0000,0.0000
Setup a Telemetry Server for Drones with Low Latency,r7,0.0000,0.0000
Setup a Telemetry Server for Drones with Low Latency,r8,0.0000,0.0000
Setup a Telemetry Server for Drones with Low Latency,r9,0.0000,0.0000
Setup a Telemetry Server for Drones with Low Latency,r10,0.0000,0.0000
Setup a Telemetry Server for Drones with Low Latency,r11,0.0000,0.0000
Setup a Telemetry Server for Drones with Low Latency,r12,0.0000,0.0000
Setup a Telemetry Server for Drones with Low Latency,r13,0.0000,0.0000
Setup a Telemetry Server for Drones with Low Latency,r14,0.0000,0.0000
Setup a Telemetry Server for Drones with Low Latency,r15,0.0000,0.0000
Setup a Telemetry Server for Drones with Low Latency,r16,0.0000,0.0000
Setup a Telemetry Server for Drones with Low Latency,r17,0.0000,0.0000
Setup a Telemetry Server for Drones with Low Latency,r18,0.0000,0.0000
Setup a Telemetry Server for Drones with Low Latency,r19,0.0000,0.0000
Setup a Telemetry Server for Drones with Low Latency,r20,0.0000,0.0000
Setup a Telemetry Server for Drones with Low Latency,r21,0.0000,0.0000
Setup a Telemetry Server for Drones with Low Latency,r22,0.0000,0.0000
Setup a Telemetry Server for Drones with Low Latency,r23,0.0000,0.0000
Setup a Telemetry Server for Drones with Low Latency,r24,0.0000,0.0000
Setup a Telemetry Server for Drones with Low Latency,r25,0.0000,0.0000
Setup a Telemetry Server for Drones with Low Latency,r26,0.0000,0.0000
Setup a Telemetry Server for Drones with Low Latency,r27,0.0000,0.0000
Setup a Telemetry Server for Drones with Low Latency,r28,0.0000,0.0000
Setup a Telemetry Server for Drones with Low Latency,r29,0.0000,0.0000
Setup a Telemetry Server for Drones with Low Latency,r30,0.0000,0.0000
Setup a Telemetry Server for Drones with Low Latency,r31,0.0000,0.0000
Setup a Telemetry Server for Drones with Low Latency,r32,1.0000,0.1000
Setup a Telemetry Server for Drones with Low Latency,r33,0.0000,0.0000
Create a Biometric Authentication System with SSH access,r1,0.0000,0.0000
Create a Biometric Authentication System with SSH access,r2,0.0000,0.0000
Create a Biometric Authentication System with SSH access,r3,0.0000,0.0000
Create a Biometric Authentication System with SSH access,r4,0.0000,0.0000
Create a Biometric Authentication System with SSH access,r5,0.0000,0.0000
Create a Biometric Authentication System with SSH access,r6,0.0000,0.0000
Create a Biometric Authentication System with SSH access,r7,0.0000,0.0000
Create a Biometric Authentication System with SSH access,r8,0.0000,0.0000
Create a Biometric Authentication System with SSH access,r9,0.0000,0.0000
Create a Biometric Authentication System with SSH access,r10,0.0000,0.0000
Create a Biometric Authentication System with SSH access,r11,0.0000,0.0000
Create a Biometric Authentication System with SSH access,r12,0.0000,0.0000
Create a Biometric Authentication System with SSH access,r13,0.0000,0.0000
Create a Biometric Authentication System with SSH access,r14,0.0000,0.0000
Create a Biometric Authentication System with SSH access,r15,1.0000,0.2500
Create a Biometric Authentication System with SSH access,r16,0.0000,0.0000
Create a Biometric Authentication System with SSH access,r17,0.0000,0.0000
Create a Biometric Authentication System with SSH access,r18,0.0000,0.0000
Create a Biometric Authentication System with SSH access,r19,0.0000,0.0000
Create a Biometric Authentication System with SSH access,r20,0.0000,0.0000
Create a Biometric Authentication System with SSH access,r21,0.0000,0.0000
Create a Biometric Authentication System with SSH access,r22,0.0000,0.0000
Create a Biometric Authentication System with SSH access,r23,0.0000,0.0000
Create a Biometric Authentication System with SSH access,r24,0.0000,0.0000
Create a Biometric Authentication System with SSH access,r25,0.0000,0.0000
Create a Biometric Authentication System with SSH access,r26,0.0000,0.0000
Create a Biometric Authentication System with SSH access,r27,0.0000,0.0000
Create a Biometric Authentication System with SSH access,r28,0.0000,0.0000
Create a Biometric Authentication System with SSH access,r29,0.0000,0.0000
Create a Biometric Authentication System with SSH access,r30,0.0000,0.0000
Create a Biometric Authentication System with SSH access,r31,0.0000,0.0000
Create a Biometric Authentication System with SSH access,r32,0.0000,0.0000
Create a Biometric Authentication System with SSH access,r33,0.0000,0.0000
Provision a Genomics Data Processing with CPU Headroom,r1,0.0000,0.0000
Provision a Genomics Data Processing with CPU Headroom,r2,0.0000,0.0000
Provision a Genomics Data Processing with CPU Headroom,r3,0.0000,0.0000
Provision a Genomics Data Processing with CPU Headroom,r4,0.0000,0.0000
Provision a Genomics Data Processing with CPU Headroom,r5,0.0000,0.0000
Provision a Genomics Data Processing with CPU Headroom,r6,0.0000,0.0000
Provision a Genomics Data Processing with CPU Headroom,r7,1.0000,0.1111
Provision a Genomics Data Processing with CPU Headroom,r8,0.9123,0.1000
Provision a Genomics Data Processing with CPU Headroom,r9,1.0000,0.1111
Provision a Genomics Data Processing with CPU Headroom,r10,0.9123,0.1000
Provision a Genomics Data Processing with CPU Headroom,r11,0.0000,0.0000
Provision a Genomics Data Processing with CPU Headroom,r12,0.0000,0.0000
Provision a Genomics Data Processing with CPU Headroom,r13,0.0000,0.0000
Provision a Genomics Data Processing with CPU Headroom,r14,0.0000,0.0000
Provision a Genomics Data Processing with CPU Headroom,r15,0.0000,0.0000
Provision a Genomics Data Processing with CPU Headroom,r16,0.0000,0.0000
Provision a Genomics Data Processing with CPU Headroom,r17,0.0000,0.0000
Provision a Genomics Data Processing with CPU Headroom,r18,0.0000,0.0000
Provision a Genomics Data Processing with CPU Headroom,r19,0.0000,0.0000
Provision a Genomics Data Processing with CPU Headroom,r20,0.0000,0.0000
Provision a Genomics Data Processing with CPU Headroom,r21,0.0000,0.0000
Provision a Genomics Data Processing with CPU Headroom,r22,0.0000,0.0000
Provision a Genomics Data Processing with CPU Headroom,r23,0.0000,0.0000
Provision a Genomics Data Processing with CPU Headroom,r24,0.0000,0.0000
Provision a Genomics Data Processing with CPU Headroom,r25,0.0000,0.0000
Provision a Genomics Data Processing with CPU Headroom,r26,0.0000,0.0000
Provision a Genomics Data Processing with CPU Headroom,r27,0.0000,0.0000
Provision a Genomics Data Processing with CPU Headroom,r28,0.0000,0.0000
Provision a Genomics Data Processing with CPU Headroom,r29,0.0000,0.0000
Provision a Genomics Data Processing with CPU Headroom,r30,0.0000,0.0000
Provision a Genomics Data Processing with CPU Headroom,r31,0.0000,0.0000
Provision a Genomics Data Processing with CPU Headroom,r32,0.0000,0.0000
Provision a Genomics Data Processing with CPU Headroom,r33,0.0000,0.0000
Deploy a Fleet Management System with No Rx Errors,r1,0.0000,0.0000
Deploy a Fleet Management System with No Rx Errors,r2,0.0000,0.0000
Deploy a Fleet Management System with No Rx Errors,r3,0.0000,0.0000
Deploy a Fleet Management System with No Rx Errors,r4,0.0000,0.0000
Deploy a Fleet Management System with No Rx Errors,r5,0.0000,0.0000
Deploy a Fleet Management System with No Rx Errors,r6,0.0000,0.0000
Deploy a Fleet Management System with No Rx Errors,r7,0.0000,0.0000
Deploy a Fleet Management System with No Rx Errors,r8,0.0000,0.0000
Deploy a Fleet Management System with No Rx Errors,r9,0.0000,0.0000
Deploy a Fleet Management System with No Rx Errors,r10,0.0000,0.0000
Deploy a Fleet Management System with No Rx Errors,r11,0.0000,0.0000
Deploy a Fleet Management System with No Rx Errors,r12,0.0000,0.0000
Deploy a Fleet Management System with No Rx Errors,r13,0.0000,0.0000
Deploy a Fleet Management System with No Rx Errors,r14,0.0000,0.0000
Deploy a Fleet Management System with No Rx Errors,r15,0.0000,0.0000
Deploy a Fleet Management System with No Rx Errors,r16,0.0000,0.0000
Deploy a Fleet Management System with No Rx Errors,r17,0.0000,0.0000
Deploy a Fleet Management System with No Rx Errors,r18,0.0000,0.0000
Deploy a Fleet Management System with No Rx Errors,r19,1.0000,0.1111
Deploy a Fleet Management System with No Rx Errors,r20,0.0000,0.0000
Deploy a Fleet Management System with No Rx Errors,r21,1.0000,0.1111
Deploy a Fleet Management System with No Rx Errors,r22,0.0000,0.0000
Deploy a Fleet Management System with No Rx Errors,r23,0.0000,0.0000
Deploy a Fleet Management System with No Rx Errors,r24,0.0000,0.0000
Deploy a Fleet Management System with No Rx Errors,r25,0.0000,0.0000
Deploy a Fleet Management System with No Rx Errors,r26,0.0000,0.0000
Deploy a Fleet Management System with No Rx Errors,r27,0.0000,0.0000
Deploy a Fleet Management System with No Rx Errors,r28,1.0000,0.1111
Deploy a Fleet Management System with No Rx Errors,r29,0.0000,0.0000
Deploy a Fleet Management System with No Rx Errors,r30,1.0000,0.1111
Deploy a Fleet Management System with No Rx Errors,r31,0.0000,0.0000
Deploy a Fleet Management System with No Rx Errors,r32,0.0000,0.0000
Deploy a Fleet Management System with No Rx Errors,r33,0.8508,0.1000
Implement a Smart Lighting Controller with Thermal Limits,r1,0.0000,0.0000
Implement a Smart Lighting Controller with Thermal Limits,r2,0.0000,0.0000
Implement a Smart Lighting Controller with Thermal Limits,r3,0.0000,0.0000
Implement a Smart Lighting Controller with Thermal Limits,r4,0.0000,0.0000
Implement a Smart Lighting Controller with Thermal Limits,r5,0.0000,0.0000
Implement a Smart Lighting Controller with Thermal Limits,r6,0.0000,0.0000
Implement a Smart Lighting Controller with Thermal Limits,r7,0.0000,0.0000
Implement a Smart Lighting Controller with Thermal Limits,r8,0.0000,0.0000
Implement a Smart Lighting Controller with Thermal Limits,r9,0.0000,0.0000
Implement a Smart Lighting Controller with Thermal Limits,r10,0.0000,0.0000
Implement a Smart Lighting Controller with Thermal Limits,r11,1.0000,0.1000
Implement a Smart Lighting Controller with Thermal Limits,r12,0.0000,0.0000
Implement a Smart Lighting Controller with Thermal Limits,r13,0.0000,0.0000
Implement a Smart Lighting Controller with Thermal Limits,r14,0.0000,0.0000
Implement a Smart Lighting Controller with Thermal Limits,r15,0.0000,0.0000
Implement a Smart Lighting Controller with Thermal Limits,r16,0.0000,0.0000
Implement a Smart Lighting Controller with Thermal Limits,r17,0.0000,0.0000
Implement a Smart Lighting Controller with Thermal Limits,r18,0.0000,0.0000
Implement a Smart Lighting Controller with Thermal Limits,r19,0.0000,0.0000
Implement a Smart Lighting Controller with Thermal Limits,r20,0.0000,0.0000
Implement a Smart Lighting Controller with Thermal Limits,r21,0.0000,0.0000
Implement a Smart Lighting Controller with Thermal Limits,r22,0.0000,0.0000
Implement a Smart Lighting Controller with Thermal Limits,r23,0.0000,0.0000
Implement a Smart Lighting Controller with Thermal Limits,r24,0.0000,0.0000
Implement a Smart Lighting Controller with Thermal Limits,r25,0.0000,0.0000
Implement a Smart Lighting Controller with Thermal Limits,r26,0.0000,0.0000
Implement a Smart Lighting Controller with Thermal Limits,r27,0.0000,0.0000
Implement a Smart Lighting Controller with Thermal Limits,r28,0.0000,0.0000
Implement a Smart Lighting Controller with Thermal Limits,r29,0.0000,0.0000
Implement a Smart Lighting Controller with Thermal Limits,r30,0.0000,0.0000
Implement a Smart Lighting Controller with Thermal Limits,r31,0.0000,0.0000
Implement a Smart Lighting Controller with Thermal Limits,r32,0.0000,0.0000
Implement a Smart Lighting Controller with Thermal Limits,r33,0.0000,0.0000
Build a Hydroponics Monitoring Node with Network Stability,r1,0.0000,0.0000
Build a Hydroponics Monitoring Node with Network Stability,r2,0.0000,0.0000
Build a Hydroponics Monitoring Node with Network Stability,r3,0.0000,0.0000
Build a Hydroponics Monitoring Node with Network Stability,r4,0.0000,0.0000
Build a Hydroponics Monitoring Node with Network Stability,r5,0.0000,0.0000
Build a Hydroponics Monitoring Node with Network Stability,r6,0.0000,0.0000
Build a Hydroponics Monitoring Node with Network Stability,r7,0.0000,0.0000
Build a Hydroponics Monitoring Node with Network Stability,r8,0.0000,0.0000
Build a Hydroponics Monitoring Node with Network Stability,r9,0.0000,0.0000
Build a Hydroponics Monitoring Node with Network Stability,r10,0.0000,0.0000
Build a Hydroponics Monitoring Node with Network Stability,r11,0.0000,0.0000
Build a Hydroponics Monitoring Node with Network Stability,r12,0.0000,0.0000
Build a Hydroponics Monitoring Node with Network Stability,r13,0.0000,0.0000
Build a Hydroponics Monitoring Node with Network Stability,r14,0.0000,0.0000
Build a Hydroponics Monitoring Node with Network Stability,r15,0.0000,0.0000
Build a Hydroponics Monitoring Node with Network Stability,r16,0.7918,0.0769
Build a Hydroponics Monitoring Node with Network Stability,r17,0.9194,0.0909
Build a Hydroponics Monitoring Node with Network Stability,r18,1.0000,0.1000
Build a Hydroponics Monitoring Node with Network Stability,r19,1.0000,0.1000
Build a Hydroponics Monitoring Node with Network Stability,r20,0.9194,0.0909
Build a Hydroponics Monitoring Node with Network Stability,r21,1.0000,0.1000
Build a Hydroponics Monitoring Node with Network Stability,r22,0.9194,0.0909
Build a Hydroponics Monitoring Node with Network Stability,r23,0.9194,0.0909
Build a Hydroponics Monitoring Node with Network Stability,r24,1.0000,0.1000
Build a Hydroponics Monitoring Node with Network Stability,r25,0.8508,0.0833
Build a Hydroponics Monitoring Node with Network Stability,r26,1.0000,0.1000
Build a Hydroponics Monitoring Node with Network Stability,r27,0.9194,0.0909
Build a Hydroponics Monitoring Node with Network Stability,r28,1.0000,0.1000
Build a Hydroponics Monitoring Node with Network Stability,r29,0.9194,0.0909
Build a Hydroponics Monitoring Node with Network Stability,r30,1.0000,0.1000
Build a Hydroponics Monitoring Node with Network Stability,r31,0.9194,0.0909
Build a Hydroponics Monitoring Node with Network Stability,r32,0.0000,0.0000
Build a Hydroponics Monitoring Node with Network Stability,r33,0.8508,0.0909
Setup a E-Commerce API Gateway with MTU Enforcement,r1,0.0000,0.0000
Setup a E-Commerce API Gateway with MTU Enforcement,r2,0.0000,0.0000
Setup a E-Commerce API Gateway with MTU Enforcement,r3,0.0000,0.0000
Setup a E-Commerce API Gateway with MTU Enforcement,r4,0.0000,0.0000
Setup a E-Commerce API Gateway with MTU Enforcement,r5,0.0000,0.0000
Setup a E-Commerce API Gateway with MTU Enforcement,r6,0.0000,0.0000
Setup a E-Commerce API Gateway with MTU Enforcement,r7,0.0000,0.0000
Setup a E-Commerce API Gateway with MTU Enforcement,r8,0.0000,0.0000
Setup a E-Commerce API Gateway with MTU Enforcement,r9,0.0000,0.0000
Setup a E-Commerce API Gateway with MTU Enforcement,r10,0.0000,0.0000
Setup a E-Commerce API Gateway with MTU Enforcement,r11,0.0000,0.0000
Setup a E-Commerce API Gateway with MTU Enforcement,r12,0.0000,0.0000
Setup a E-Commerce API Gateway with MTU Enforcement,r13,0.0000,0.0000
Setup a E-Commerce API Gateway with MTU Enforcement,r14,0.0000,0.0000
Setup a E-Commerce API Gateway with MTU Enforcement,r15,0.0000,0.0000
Setup a E-Commerce API Gateway with MTU Enforcement,r16,0.8612,0.0769
Setup a E-Commerce API Gateway with MTU Enforcement,r17,1.0000,0.0909
Setup a E-Commerce API Gateway with MTU Enforcement,r18,0.0000,0.0000
Setup a E-Commerce API Gateway with MTU Enforcement,r19,0.0000,0.0000
Setup a E-Commerce API Gateway with MTU Enforcement,r20,0.0000,0.0000
Setup a E-Commerce API Gateway with MTU Enforcement,r21,0.0000,0.0000
Setup a E-Commerce API Gateway with MTU Enforcement,r22,0.0000,0.0000
Setup a E-Commerce API Gateway with MTU Enforcement,r23,0.0000,0.0000
Setup a E-Commerce API Gateway with MTU Enforcement,r24,0.0000,0.0000
Setup a E-Commerce API Gateway with MTU Enforcement,r25,0.0000,0.0000
Setup a E-Commerce API Gateway with MTU Enforcement,r26,0.0000,0.0000
Setup a E-Commerce API Gateway with MTU Enforcement,r27,0.0000,0.0000
Setup a E-Commerce API Gateway with MTU Enforcement,r28,0.0000,0.0000
Setup a E-Commerce API Gateway with MTU Enforcement,r29,0.0000,0.0000
Setup a E-Commerce API Gateway with MTU Enforcement,r30,0.0000,0.0000
Setup a E-Commerce API Gateway with MTU Enforcement,r31,0.0000,0.0000
Setup a E-Commerce API Gateway with MTU Enforcement,r32,0.0000,0.0000
Setup a E-Commerce API Gateway with MTU Enforcement,r33,0.0000,0.0000
Create a Robotics Simulation with memory Guarantees,r1,0.0000,0.0000
Create a Robotics Simulation with memory Guarantees,r2,1.0000,0.1250
Create a Robotics Simulation with memory Guarantees,r3,0.9123,0.1111
Create a Robotics Simulation with memory Guarantees,r4,1.0000,0.1250
Create a Robotics Simulation with memory Guarantees,r5,0.9123,0.1111
Create a Robotics Simulation with memory Guarantees,r6,0.0000,0.0000
Create a Robotics Simulation with memory Guarantees,r7,0.0000,0.0000
Create a Robotics Simulation with memory Guarantees,r8,0.0000,0.0000
Create a Robotics Simulation with memory Guarantees,r9,0.0000,0.0000
Create a Robotics Simulation with memory Guarantees,r10,0.0000,0.0000
Create a Robotics Simulation with memory Guarantees,r11,0.0000,0.0000
Create a Robotics Simulation with memory Guarantees,r12,0.0000,0.0000
Create a Robotics Simulation with memory Guarantees,r13,0.0000,0.0000
Create a Robotics Simulation with memory Guarantees,r14,0.0000,0.0000
Create a Robotics Simulation with memory Guarantees,r15,0.0000,0.0000
Create a Robotics Simulation with memory Guarantees,r16,0.0000,0.0000
Create a Robotics Simulation with memory Guarantees,r17,0.0000,0.0000
Create a Robotics Simulation with memory Guarantees,r18,0.0000,0.0000
Create a Robotics Simulation with memory Guarantees,r19,0.0000,0.0000
Create a Robotics Simulation with memory Guarantees,r20,0.0000,0.0000
Create a Robotics Simulation with memory Guarantees,r21,0.0000,0.0000
Create a Robotics Simulation with memory Guarantees,r22,0.0000,0.0000
Create a Robotics Simulation with memory Guarantees,r23,0.0000,0.0000
Create a Robotics Simulation with memory Guarantees,r24,0.0000,0.0000
Create a Robotics Simulation with memory Guarantees,r25,0.0000,0.0000
Create a Robotics Simulation with memory Guarantees,r26,0.0000,0.0000
Create a Robotics Simulation with memory Guarantees,r27,0.0000,0.0000
Create a Robotics Simulation with memory Guarantees,r28,0.0000,0.0000
Create a Robotics Simulation with memory Guarantees,r29,0.0000,0.0000
Create a Robotics Simulation with memory Guarantees,r30,0.0000,0.0000
Create a Robotics Simulation with memory Guarantees,r31,0.0000,0.0000
Create a Robotics Simulation with memory Guarantees,r32,0.9123,0.1111
Create a Robotics Simulation with memory Guarantees,r33,0.0000,0.0000
Provision a Spacecraft Telemetry Relay with DPDK Buffers,r1,0.0000,0.0000
Provision a Spacecraft Telemetry Relay with DPDK Buffers,r2,0.0000,0.0000
Provision a Spacecraft Telemetry Relay with DPDK Buffers,r3,0.0000,0.0000
Provision a Spacecraft Telemetry Relay with DPDK Buffers,r4,0.0000,0.0000
Provision a Spacecraft Telemetry Relay with DPDK Buffers,r5,0.0000,0.0000
Provision a Spacecraft Telemetry Relay with DPDK Buffers,r6,0.0000,0.0000
Provision a Spacecraft Telemetry Relay with DPDK Buffers,r7,0.0000,0.0000
Provision a Spacecraft Telemetry Relay with DPDK Buffers,r8,0.0000,0.0000
Provision a Spacecraft Telemetry Relay with DPDK Buffers,r9,0.0000,0.0000
Provision a Spacecraft Telemetry Relay with DPDK Buffers,r10,0.0000,0.0000
Provision a Spacecraft Telemetry Relay with DPDK Buffers,r11,0.0000,0.0000
Provision a Spacecraft Telemetry Relay with DPDK Buffers,r12,0.0000,0.0000
Provision a Spacecraft Telemetry Relay with DPDK Buffers,r13,0.0000,0.0000
Provision a Spacecraft Telemetry Relay with DPDK Buffers,r14,0.0000,0.0000
Provision a Spacecraft Telemetry Relay with DPDK Buffers,r15,0.0000,0.0000
Provision a Spacecraft Telemetry Relay with DPDK Buffers,r16,0.0000,0.0000
Provision a Spacecraft Telemetry Relay with DPDK Buffers,r17,0.0000,0.0000
Provision a Spacecraft Telemetry Relay with DPDK Buffers,r18,0.0000,0.0000
Provision a Spacecraft Telemetry Relay with DPDK Buffers,r19,0.0000,0.0000
Provision a Spacecraft Telemetry Relay with DPDK Buffers,r20,0.0000,0.0000
Provision a Spacecraft Telemetry Relay with DPDK Buffers,r21,0.0000,0.0000
Provision a Spacecraft Telemetry Relay with DPDK Buffers,r22,0.0000,0.0000
Provision a Spacecraft Telemetry Relay with DPDK Buffers,r23,0.9194,0.2000
Provision a Spacecraft Telemetry Relay with DPDK Buffers,r24,0.2631,0.1000
Provision a Spacecraft Telemetry Relay with DPDK Buffers,r25,0.8508,0.1818
Provision a Spacecraft Telemetry Relay with DPDK Buffers,r26,0.2631,0.1000
Provision a Spacecraft Telemetry Relay with DPDK Buffers,r27,0.2418,0.0909
Provision a Spacecraft Telemetry Relay with DPDK Buffers,r28,0.2631,0.1000
Provision a Spacecraft Telemetry Relay with DPDK Buffers,r29,0.2418,0.0909
Provision a Spacecraft Telemetry Relay with DPDK Buffers,r30,0.2631,0.1000
Provision a Spacecraft Telemetry Relay with DPDK Buffers,r31,0.2418,0.0909
Provision a Spacecraft Telemetry Relay with DPDK Buffers,r32,1.0000,0.2222
Provision a Spacecraft Telemetry Relay with DPDK Buffers,r33,0.9592,0.2000
Deploy a Waste Management IoT Sensor with Fan Alerts,r1,0.0000,0.0000
Deploy a Waste Management IoT Sensor with Fan Alerts,r2,0.0000,0.0000
Deploy a Waste Management IoT Sensor with Fan Alerts,r3,0.0000,0.0000
Deploy a Waste Management IoT Sensor with Fan Alerts,r4,0.0000,0.0000
Deploy a Waste Management IoT Sensor with Fan Alerts,r5,0.0000,0.0000
Deploy a Waste Management IoT Sensor with Fan Alerts,r6,0.0000,0.0000
Deploy a Waste Management IoT Sensor with Fan Alerts,r7,0.0000,0.0000
